variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5983,0.4017,0.0152
observed_only_behavior_clone,nominal,1,600,0.5683,0.4317,0.0248
observed_only_behavior_clone,nominal,2,600,0.5733,0.4267,0.0055
observed_only_behavior_clone,nominal,3,600,0.5967,0.4033,0.0043
observed_only_behavior_clone,nominal,4,600,0.5933,0.4067,0.0174
observed_only_behavior_clone,nominal,5,600,0.6133,0.3867,0.0179
observed_only_behavior_clone,nominal,6,600,0.5783,0.4217,0.0023
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4017,0.5983,0.0018
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4133,0.5867,0.0001
observed_only_behavior_clone,hidden_mode_shift,2,600,0.3733,0.6267,0.0258
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4367,0.5633,0.0240
observed_only_behavior_clone,hidden_mode_shift,4,600,0.3900,0.6100,0.0063
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4267,0.5733,0.0110
observed_only_behavior_clone,hidden_mode_shift,6,600,0.4017,0.5983,0.0007
observed_only_behavior_clone,embodiment_shift,0,600,0.4200,0.5800,0.0160
observed_only_behavior_clone,embodiment_shift,1,600,0.4433,0.5567,0.0027
observed_only_behavior_clone,embodiment_shift,2,600,0.4433,0.5567,0.0116
observed_only_behavior_clone,embodiment_shift,3,600,0.4367,0.5633,0.0086
observed_only_behavior_clone,embodiment_shift,4,600,0.4233,0.5767,0.0055
observed_only_behavior_clone,embodiment_shift,5,600,0.4317,0.5683,0.0166
observed_only_behavior_clone,embodiment_shift,6,600,0.4300,0.5700,0.0036
observed_only_behavior_clone,combined_stress,0,600,0.3183,0.6817,0.0001
observed_only_behavior_clone,combined_stress,1,600,0.3183,0.6817,0.0101
observed_only_behavior_clone,combined_stress,2,600,0.3500,0.6500,0.0359
observed_only_behavior_clone,combined_stress,3,600,0.3200,0.6800,0.0077
observed_only_behavior_clone,combined_stress,4,600,0.2850,0.7150,0.0263
observed_only_behavior_clone,combined_stress,5,600,0.3250,0.6750,0.0057
observed_only_behavior_clone,combined_stress,6,600,0.2917,0.7083,0.0243
data_augmentation_wam,nominal,0,600,0.6367,0.3633,0.0071
data_augmentation_wam,nominal,1,600,0.6500,0.3500,0.0032
data_augmentation_wam,nominal,2,600,0.6233,0.3767,0.0199
data_augmentation_wam,nominal,3,600,0.6583,0.3417,0.0138
data_augmentation_wam,nominal,4,600,0.5983,0.4017,0.0269
data_augmentation_wam,nominal,5,600,0.6833,0.3167,0.0387
data_augmentation_wam,nominal,6,600,0.6417,0.3583,0.0049
data_augmentation_wam,hidden_mode_shift,0,600,0.5100,0.4900,0.0165
data_augmentation_wam,hidden_mode_shift,1,600,0.4850,0.5150,0.0115
data_augmentation_wam,hidden_mode_shift,2,600,0.5250,0.4750,0.0321
data_augmentation_wam,hidden_mode_shift,3,600,0.4917,0.5083,0.0026
data_augmentation_wam,hidden_mode_shift,4,600,0.4783,0.5217,0.0034
data_augmentation_wam,hidden_mode_shift,5,600,0.5083,0.4917,0.0140
data_augmentation_wam,hidden_mode_shift,6,600,0.4750,0.5250,0.0212
data_augmentation_wam,embodiment_shift,0,600,0.5117,0.4883,0.0092
data_augmentation_wam,embodiment_shift,1,600,0.5267,0.4733,0.0028
data_augmentation_wam,embodiment_shift,2,600,0.5200,0.4800,0.0003
data_augmentation_wam,embodiment_shift,3,600,0.4950,0.5050,0.0267
data_augmentation_wam,embodiment_shift,4,600,0.5033,0.4967,0.0010
data_augmentation_wam,embodiment_shift,5,600,0.5167,0.4833,0.0050
